Vente_ID,Date_ID,Date,Client_ID,Produit_ID,Commercial_ID,Ville_ID,Quantite,Prix_Unitaire,Montant_Vente,Cout_Total,Benefice,Montant_Paye,Creance,Mode_Paiement
V00152,20250413,2025-04-13,CL001,PR004,COM008,VIL001,6,7450.0,61552.0,45193.0,16359.0,61552.0,0.0,Mobile Money
V00399,20250413,2025-04-13,CL015,PR001,COM007,VIL006,8,17950.0,114248.0,89171.0,25077.0,114248.0,0.0,Mobile Money
V00534,20250414,2025-04-14,CL014,PR015,COM002,VIL005,2,1020.0,1665.0,1061.0,604.0,1665.0,0.0,Mobile Money
V00814,20250414,2025-04-14,CL002,PR007,COM004,VIL001,1,1710.0,2355.0,1639.0,716.0,2355.0,0.0,Crédit
V00573,20250414,2025-04-14,CL009,PR011,COM002,VIL003,3,1160.0,3372.0,2413.0,959.0,3372.0,0.0,Espèces
V01209,20250414,2025-04-14,CL015,PR004,COM005,VIL006,5,7220.0,28721.0,21919.0,6802.0,28721.0,0.0,Mobile Money
V01382,20250414,2025-04-14,CL005,PR002,COM008,VIL002,4,14600.0,65525.0,53497.0,12028.0,65525.0,0.0,Mobile Money
V01410,20250414,2025-04-14,CL007,PR005,COM005,VIL002,2,1670.0,3747.0,2827.0,920.0,3747.0,0.0,Mobile Money
V00299,20250414,2025-04-14,CL010,PR009,COM004,VIL004,5,2240.0,10282.0,6472.0,3810.0,10282.0,0.0,Mobile Money
V00450,20250415,2025-04-15,CL007,PR008,COM003,VIL002,12,890.0,11983.0,8482.0,3501.0,11983.0,0.0,Espèces
V00855,20250416,2025-04-16,CL007,PR008,COM007,VIL002,6,900.0,6059.0,3905.0,2154.0,6059.0,0.0,Mobile Money
V00495,20250416,2025-04-16,CL016,PR014,COM006,VIL006,2,1540.0,2450.0,1543.0,907.0,2450.0,0.0,Mobile Money
V00096,20250416,2025-04-16,CL004,PR012,COM001,VIL001,1,2890.0,3980.0,2740.0,1240.0,3980.0,0.0,Crédit
V01230,20250416,2025-04-16,CL010,PR001,COM004,VIL004,3,17970.0,49489.0,38308.0,11181.0,49489.0,0.0,Mobile Money
V01483,20250416,2025-04-16,CL017,PR013,COM008,VIL007,12,2580.0,23684.0,15606.0,8078.0,23684.0,0.0,Virement
V00660,20250416,2025-04-16,CL007,PR008,COM008,VIL002,1,900.0,1010.0,684.0,326.0,1010.0,0.0,Crédit
V00841,20250416,2025-04-16,CL009,PR014,COM003,VIL003,8,1470.0,11395.0,7752.0,3643.0,11395.0,0.0,Espèces
V00481,20250416,2025-04-16,CL014,PR012,COM008,VIL005,5,2760.0,11261.0,7670.0,3591.0,11261.0,0.0,Mobile Money
V00342,20250417,2025-04-17,CL002,PR005,COM001,VIL001,12,1640.0,27099.0,21151.0,5948.0,21679.0,5420.0,Crédit
V01114,20250417,2025-04-17,CL012,PR015,COM003,VIL004,5,980.0,4498.0,2984.0,1514.0,4273.0,225.0,Espèces
V00271,20250418,2025-04-18,CL007,PR003,COM003,VIL002,25,17340.0,486387.0,361565.0,124822.0,486387.0,0.0,Espèces
V00796,20250418,2025-04-18,CL017,PR005,COM007,VIL007,8,1730.0,10588.0,7589.0,2999.0,10588.0,0.0,Virement
V00154,20250418,2025-04-18,CL012,PR012,COM002,VIL004,2,2920.0,5361.0,3507.0,1854.0,3485.0,1876.0,Crédit
V01451,20250418,2025-04-18,CL001,PR013,COM004,VIL001,15,2410.0,49779.0,36766.0,13013.0,49779.0,0.0,Mobile Money
V01338,20250419,2025-04-19,CL018,PR005,COM001,VIL007,1,1720.0,1316.0,972.0,344.0,658.0,658.0,Crédit
V00638,20250419,2025-04-19,CL001,PR008,COM006,VIL001,3,880.0,3635.0,2479.0,1156.0,2908.0,727.0,Crédit
V00419,20250419,2025-04-19,CL010,PR002,COM007,VIL004,1,15680.0,14394.0,10741.0,3653.0,11515.0,2879.0,Crédit
V01239,20250419,2025-04-19,CL010,PR012,COM002,VIL004,6,2790.0,15367.0,10575.0,4792.0,15367.0,0.0,Espèces
V00928,20250420,2025-04-20,CL008,PR003,COM002,VIL003,12,16700.0,194188.0,157443.0,36745.0,194188.0,0.0,Mobile Money
V00442,20250420,2025-04-20,CL006,PR001,COM004,VIL002,2,18420.0,41334.0,30563.0,10771.0,26867.0,14467.0,Crédit
V00353,20250420,2025-04-20,CL010,PR002,COM001,VIL004,1,15270.0,14018.0,11181.0,2837.0,14018.0,0.0,Virement
V00971,20250420,2025-04-20,CL018,PR008,COM005,VIL007,25,890.0,17021.0,11858.0,5163.0,16170.0,851.0,Mobile Money
V01316,20250420,2025-04-20,CL002,PR005,COM001,VIL001,6,1650.0,13632.0,10080.0,3552.0,13632.0,0.0,Mobile Money
V01403,20250420,2025-04-20,CL018,PR006,COM001,VIL007,1,740.0,566.0,360.0,206.0,368.0,198.0,Crédit
V01400,20250420,2025-04-20,CL005,PR010,COM008,VIL002,10,3230.0,36241.0,25918.0,10323.0,36241.0,0.0,Mobile Money
V00263,20250420,2025-04-20,CL001,PR012,COM001,VIL001,1,2790.0,3842.0,2616.0,1226.0,3842.0,0.0,Mobile Money
V00802,20250421,2025-04-21,CL003,PR009,COM008,VIL001,3,2220.0,9171.0,6196.0,2975.0,9171.0,0.0,Virement
V00190,20250421,2025-04-21,CL002,PR013,COM006,VIL001,3,2520.0,10410.0,7064.0,3346.0,10410.0,0.0,Espèces
V00136,20250421,2025-04-21,CL011,PR001,COM007,VIL004,10,18590.0,170656.0,122920.0,47736.0,170656.0,0.0,Espèces
V01367,20250421,2025-04-21,CL007,PR003,COM006,VIL002,5,17350.0,97334.0,73491.0,23843.0,97334.0,0.0,Espèces
V01476,20250421,2025-04-21,CL010,PR005,COM005,VIL004,8,1640.0,12044.0,8813.0,3231.0,12044.0,0.0,Mobile Money
V00307,20250421,2025-04-21,CL001,PR005,COM004,VIL001,1,1750.0,2410.0,1694.0,716.0,1566.0,844.0,Crédit
V00226,20250422,2025-04-22,CL016,PR012,COM004,VIL006,12,2780.0,26541.0,18235.0,8306.0,21233.0,5308.0,Crédit
V01391,20250422,2025-04-22,CL003,PR003,COM006,VIL001,3,17990.0,74317.0,53579.0,20738.0,74317.0,0.0,Virement
V01105,20250422,2025-04-22,CL016,PR002,COM005,VIL006,20,15650.0,249023.0,195240.0,53783.0,249023.0,0.0,Crédit
V01155,20250422,2025-04-22,CL018,PR004,COM002,VIL007,6,7480.0,34333.0,25750.0,8583.0,34333.0,0.0,Espèces
V00952,20250422,2025-04-22,CL018,PR004,COM006,VIL007,25,7570.0,144776.0,107674.0,37102.0,144776.0,0.0,Crédit
V01186,20250423,2025-04-23,CL010,PR009,COM004,VIL004,12,2310.0,25447.0,15973.0,9474.0,20358.0,5089.0,Crédit
V00239,20250423,2025-04-23,CL001,PR014,COM003,VIL001,4,1580.0,8703.0,5343.0,3360.0,6962.0,1741.0,Crédit
V00400,20250424,2025-04-24,CL007,PR011,COM005,VIL002,8,1200.0,10771.0,7360.0,3411.0,10771.0,0.0,Virement
V00526,20250424,2025-04-24,CL010,PR004,COM001,VIL004,5,7530.0,34563.0,25199.0,9364.0,22466.0,12097.0,Crédit
V00333,20250424,2025-04-24,CL012,PR004,COM004,VIL004,1,7700.0,7069.0,5233.0,1836.0,4595.0,2474.0,Crédit
V01060,20250424,2025-04-24,CL012,PR009,COM002,VIL004,12,2150.0,23684.0,16083.0,7601.0,23684.0,0.0,Mobile Money
V00748,20250425,2025-04-25,CL004,PR015,COM008,VIL001,15,1010.0,20862.0,13426.0,7436.0,20862.0,0.0,Virement
V01462,20250425,2025-04-25,CL009,PR006,COM005,VIL003,4,750.0,2907.0,1822.0,1085.0,1017.0,1890.0,Crédit
V00749,20250425,2025-04-25,CL004,PR014,COM008,VIL001,3,1510.0,6238.0,4048.0,2190.0,6238.0,0.0,Crédit
V01034,20250425,2025-04-25,CL004,PR005,COM004,VIL001,6,1660.0,13715.0,10162.0,3553.0,13715.0,0.0,Virement
V00447,20250425,2025-04-25,CL004,PR005,COM003,VIL001,8,1630.0,17956.0,13660.0,4296.0,11671.0,6285.0,Crédit
V01014,20250425,2025-04-25,CL016,PR008,COM007,VIL006,1,850.0,676.0,493.0,183.0,676.0,0.0,Espèces
V00088,20250425,2025-04-25,CL002,PR003,COM003,VIL001,5,17010.0,117114.0,89574.0,27540.0,117114.0,0.0,Mobile Money
V00988,20250426,2025-04-26,CL002,PR002,COM007,VIL001,5,15320.0,105478.0,82000.0,23478.0,105478.0,0.0,Crédit
V00309,20250426,2025-04-26,CL002,PR001,COM004,VIL001,6,17870.0,147642.0,116246.0,31396.0,147642.0,0.0,Virement
V01177,20250426,2025-04-26,CL020,PR005,COM005,VIL008,6,1780.0,5991.0,4208.0,1783.0,5991.0,0.0,Crédit
V00368,20250426,2025-04-26,CL016,PR005,COM003,VIL006,8,1750.0,11138.0,7892.0,3246.0,8910.0,2228.0,Crédit
V00338,20250426,2025-04-26,CL007,PR001,COM001,VIL002,15,17570.0,295703.0,239323.0,56380.0,295703.0,0.0,Espèces
V00799,20250426,2025-04-26,CL005,PR001,COM002,VIL002,4,18160.0,81502.0,62518.0,18984.0,81502.0,0.0,Espèces
V00968,20250426,2025-04-26,CL014,PR004,COM003,VIL005,2,7420.0,12109.0,9090.0,3019.0,12109.0,0.0,Mobile Money
V00554,20250427,2025-04-27,CL019,PR011,COM008,VIL008,5,1190.0,3338.0,2300.0,1038.0,2170.0,1168.0,Crédit
V00525,20250427,2025-04-27,CL002,PR005,COM007,VIL001,5,1710.0,11773.0,8882.0,2891.0,7652.0,4121.0,Crédit
V01435,20250427,2025-04-27,CL017,PR009,COM007,VIL007,6,2230.0,10236.0,6701.0,3535.0,10236.0,0.0,Espèces
V00403,20250427,2025-04-27,CL015,PR003,COM005,VIL006,5,17350.0,69018.0,53305.0,15713.0,65567.0,3451.0,Mobile Money
V01439,20250427,2025-04-27,CL019,PR006,COM008,VIL008,3,770.0,1296.0,774.0,522.0,1296.0,0.0,Mobile Money
V01404,20250428,2025-04-28,CL013,PR015,COM007,VIL005,3,970.0,2375.0,1591.0,784.0,1188.0,1187.0,Crédit
V00167,20250428,2025-04-28,CL016,PR012,COM003,VIL006,2,2800.0,4455.0,3198.0,1257.0,4455.0,0.0,Virement
V00607,20250428,2025-04-28,CL016,PR005,COM007,VIL006,2,1810.0,2880.0,2005.0,875.0,2880.0,0.0,Espèces
V00321,20250428,2025-04-28,CL007,PR002,COM005,VIL002,1,15590.0,17492.0,13284.0,4208.0,17492.0,0.0,Mobile Money
V00595,20250428,2025-04-28,CL004,PR004,COM004,VIL001,1,7770.0,10699.0,7629.0,3070.0,8559.0,2140.0,Crédit
V01249,20250429,2025-04-29,CL009,PR014,COM008,VIL003,2,1500.0,2907.0,1899.0,1008.0,2907.0,0.0,Mobile Money
V01388,20250429,2025-04-29,CL002,PR001,COM002,VIL001,2,18260.0,50288.0,38363.0,11925.0,40230.0,10058.0,Crédit
V00066,20250429,2025-04-29,CL010,PR009,COM003,VIL004,5,2200.0,10098.0,6793.0,3305.0,10098.0,0.0,Virement
V01095,20250430,2025-04-30,CL007,PR015,COM007,VIL002,3,1000.0,3366.0,2188.0,1178.0,3366.0,0.0,Virement
V00646,20250430,2025-04-30,CL009,PR008,COM007,VIL003,10,880.0,8527.0,6008.0,2519.0,8527.0,0.0,Espèces
V00632,20250430,2025-04-30,CL020,PR009,COM004,VIL008,30,2220.0,37363.0,24908.0,12455.0,37363.0,0.0,Mobile Money
V00254,20250501,2025-05-01,CL008,PR006,COM007,VIL003,5,730.0,3572.0,2299.0,1273.0,1250.0,2322.0,Crédit
V00077,20250501,2025-05-01,CL011,PR002,COM001,VIL004,4,15760.0,58438.0,42568.0,15870.0,58438.0,0.0,Virement
V01145,20250501,2025-05-01,CL010,PR002,COM005,VIL004,5,15920.0,73789.0,55110.0,18679.0,73789.0,0.0,Espèces
V00738,20250502,2025-05-02,CL006,PR008,COM007,VIL002,10,910.0,10310.0,7138.0,3172.0,10310.0,0.0,Virement
V01069,20250502,2025-05-02,CL008,PR012,COM003,VIL003,20,2780.0,54405.0,38357.0,16048.0,27202.0,27203.0,Crédit
V00487,20250502,2025-05-02,CL017,PR006,COM008,VIL007,8,760.0,4697.0,3028.0,1669.0,4697.0,0.0,Mobile Money
V01494,20250502,2025-05-02,CL018,PR004,COM006,VIL007,2,7440.0,11495.0,8667.0,2828.0,11495.0,0.0,Espèces
V01030,20250502,2025-05-02,CL012,PR007,COM001,VIL004,20,1840.0,34114.0,22433.0,11681.0,34114.0,0.0,Espèces
V00294,20250502,2025-05-02,CL006,PR005,COM003,VIL002,5,1620.0,9177.0,7138.0,2039.0,5965.0,3212.0,Crédit
V00371,20250503,2025-05-03,CL001,PR015,COM002,VIL001,20,990.0,27532.0,18076.0,9456.0,27532.0,0.0,Espèces
V00169,20250503,2025-05-03,CL011,PR013,COM006,VIL004,1,2380.0,2206.0,1604.0,602.0,2206.0,0.0,Mobile Money
V00199,20250504,2025-05-04,CL008,PR015,COM003,VIL003,2,960.0,1879.0,1331.0,548.0,1879.0,0.0,Espèces
V01142,20250504,2025-05-04,CL010,PR013,COM003,VIL004,5,2590.0,12005.0,8019.0,3986.0,7803.0,4202.0,Crédit
V01176,20250504,2025-05-04,CL012,PR006,COM003,VIL004,6,770.0,4283.0,2614.0,1669.0,2784.0,1499.0,Crédit
V00627,20250504,2025-05-04,CL007,PR012,COM002,VIL002,15,2750.0,46736.0,33480.0,13256.0,46736.0,0.0,Espèces
V01160,20250505,2025-05-05,CL004,PR001,COM006,VIL001,3,17320.0,72250.0,58693.0,13557.0,72250.0,0.0,Crédit
V01330,20250505,2025-05-05,CL003,PR014,COM004,VIL001,20,1390.0,38656.0,26420.0,12236.0,38656.0,0.0,Virement
V00197,20250506,2025-05-06,CL010,PR004,COM001,VIL004,6,7400.0,41159.0,31870.0,9289.0,41159.0,0.0,Espèces
V00991,20250506,2025-05-06,CL007,PR012,COM004,VIL002,30,2970.0,100950.0,66280.0,34670.0,100950.0,0.0,Espèces
V01357,20250506,2025-05-06,CL012,PR015,COM004,VIL004,25,1010.0,23407.0,14832.0,8575.0,23407.0,0.0,Mobile Money
V01372,20250506,2025-05-06,CL020,PR003,COM004,VIL008,2,17260.0,19556.0,15307.0,4249.0,15645.0,3911.0,Crédit
V01236,20250507,2025-05-07,CL003,PR001,COM005,VIL001,2,18210.0,50642.0,39435.0,11207.0,50642.0,0.0,Espèces
V00268,20250507,2025-05-07,CL010,PR011,COM001,VIL004,10,1150.0,10660.0,7416.0,3244.0,10660.0,0.0,Virement
V01383,20250507,2025-05-07,CL012,PR006,COM007,VIL004,3,740.0,2058.0,1390.0,668.0,1338.0,720.0,Crédit
V00139,20250507,2025-05-07,CL004,PR008,COM005,VIL001,10,900.0,12514.0,8760.0,3754.0,12514.0,0.0,Virement
V01407,20250507,2025-05-07,CL013,PR004,COM004,VIL005,20,7480.0,123270.0,92288.0,30982.0,123270.0,0.0,Espèces
V01312,20250508,2025-05-08,CL006,PR013,COM006,VIL002,12,2550.0,34670.0,24609.0,10061.0,34670.0,0.0,Mobile Money
V00979,20250509,2025-05-09,CL002,PR009,COM001,VIL001,5,2220.0,15435.0,10429.0,5006.0,12348.0,3087.0,Crédit
V01363,20250509,2025-05-09,CL017,PR008,COM005,VIL007,8,920.0,5686.0,3832.0,1854.0,5686.0,0.0,Espèces
V00044,20250510,2025-05-10,CL012,PR008,COM005,VIL004,5,880.0,4079.0,2827.0,1252.0,4079.0,0.0,Virement
V00521,20250511,2025-05-11,CL007,PR013,COM008,VIL002,5,2560.0,14502.0,10027.0,4475.0,14502.0,0.0,Espèces
V00998,20250512,2025-05-12,CL018,PR013,COM004,VIL007,5,2600.0,10042.0,6837.0,3205.0,10042.0,0.0,Espèces
V00765,20250512,2025-05-12,CL003,PR007,COM007,VIL001,1,1760.0,2447.0,1669.0,778.0,2447.0,0.0,Espèces
V00301,20250513,2025-05-13,CL002,PR010,COM005,VIL001,25,3130.0,108807.0,80301.0,28506.0,108807.0,0.0,Espèces
V00746,20250513,2025-05-13,CL017,PR015,COM002,VIL007,10,1030.0,7957.0,5021.0,2936.0,5172.0,2785.0,Crédit
V00053,20250513,2025-05-13,CL011,PR012,COM001,VIL004,8,2790.0,20691.0,14461.0,6230.0,20691.0,0.0,Crédit
V00194,20250513,2025-05-13,CL008,PR003,COM007,VIL003,8,18110.0,141765.0,100590.0,41175.0,141765.0,0.0,Mobile Money
V01138,20250514,2025-05-14,CL015,PR004,COM004,VIL006,15,7420.0,89418.0,65557.0,23861.0,89418.0,0.0,Espèces
V01360,20250514,2025-05-14,CL009,PR015,COM006,VIL003,10,1040.0,10176.0,6458.0,3718.0,10176.0,0.0,Virement
V00201,20250514,2025-05-14,CL006,PR014,COM008,VIL002,10,1500.0,16995.0,10537.0,6458.0,16995.0,0.0,Virement
V00630,20250514,2025-05-14,CL007,PR013,COM005,VIL002,2,2520.0,5710.0,3988.0,1722.0,5710.0,0.0,Mobile Money
V01052,20250514,2025-05-14,CL007,PR006,COM003,VIL002,8,780.0,7070.0,4351.0,2719.0,6716.0,354.0,Espèces
V00063,20250514,2025-05-14,CL005,PR006,COM001,VIL002,3,740.0,2515.0,1666.0,849.0,1635.0,880.0,Crédit
V00628,20250515,2025-05-15,CL013,PR004,COM005,VIL005,8,7320.0,48253.0,36520.0,11733.0,48253.0,0.0,Mobile Money
V01271,20250515,2025-05-15,CL014,PR012,COM003,VIL005,40,2770.0,91299.0,65261.0,26038.0,73039.0,18260.0,Crédit
V00393,20250515,2025-05-15,CL018,PR012,COM001,VIL007,30,2830.0,65585.0,44728.0,20857.0,65585.0,0.0,Virement
V01151,20250516,2025-05-16,CL018,PR005,COM008,VIL007,3,1630.0,3778.0,2897.0,881.0,2456.0,1322.0,Crédit
V00068,20250516,2025-05-16,CL013,PR011,COM006,VIL005,2,1220.0,2011.0,1368.0,643.0,1006.0,1005.0,Crédit
V00909,20250516,2025-05-16,CL010,PR003,COM005,VIL004,6,17260.0,96000.0,72751.0,23249.0,62400.0,33600.0,Crédit
V01044,20250516,2025-05-16,CL008,PR002,COM007,VIL003,20,15940.0,311946.0,235623.0,76323.0,202765.0,109181.0,Crédit
V00332,20250516,2025-05-16,CL020,PR013,COM001,VIL008,3,2350.0,3994.0,2923.0,1071.0,3195.0,799.0,Crédit
V00022,20250516,2025-05-16,CL015,PR002,COM006,VIL006,10,15200.0,122117.0,95364.0,26753.0,122117.0,0.0,Espèces
V00374,20250517,2025-05-17,CL019,PR008,COM005,VIL008,2,860.0,974.0,714.0,260.0,974.0,0.0,Espèces
V00498,20250517,2025-05-17,CL020,PR008,COM007,VIL008,10,880.0,4985.0,3569.0,1416.0,4985.0,0.0,Mobile Money
V01268,20250517,2025-05-17,CL020,PR014,COM003,VIL008,12,1510.0,10265.0,6934.0,3331.0,10265.0,0.0,Mobile Money
V00576,20250517,2025-05-17,CL009,PR011,COM004,VIL003,4,1190.0,4658.0,3170.0,1488.0,4658.0,0.0,Espèces
V00913,20250518,2025-05-18,CL019,PR003,COM005,VIL008,15,17390.0,147772.0,109108.0,38664.0,147772.0,0.0,Mobile Money
V00770,20250518,2025-05-18,CL020,PR006,COM005,VIL008,8,750.0,3399.0,2130.0,1269.0,2719.0,680.0,Crédit
V00634,20250519,2025-05-19,CL008,PR012,COM001,VIL003,4,2810.0,10998.0,7750.0,3248.0,8798.0,2200.0,Crédit
V00379,20250519,2025-05-19,CL015,PR013,COM006,VIL006,5,2440.0,9801.0,7110.0,2691.0,9801.0,0.0,Espèces
V01285,20250520,2025-05-20,CL019,PR002,COM005,VIL008,20,15770.0,178674.0,133921.0,44753.0,178674.0,0.0,Mobile Money
V00758,20250520,2025-05-20,CL014,PR009,COM003,VIL005,3,2240.0,5537.0,3634.0,1903.0,5537.0,0.0,Espèces
V00188,20250520,2025-05-20,CL009,PR007,COM003,VIL003,15,1820.0,26713.0,17907.0,8806.0,26713.0,0.0,Virement
V01468,20250521,2025-05-21,CL005,PR015,COM005,VIL002,8,1010.0,9155.0,5710.0,3445.0,8697.0,458.0,Mobile Money
V01159,20250521,2025-05-21,CL014,PR003,COM005,VIL005,5,17630.0,72636.0,55661.0,16975.0,72636.0,0.0,Espèces
V01017,20250521,2025-05-21,CL014,PR005,COM005,VIL005,3,1790.0,4425.0,3263.0,1162.0,4204.0,221.0,Mobile Money
V00614,20250521,2025-05-21,CL019,PR002,COM001,VIL008,20,15470.0,175275.0,134714.0,40561.0,175275.0,0.0,Espèces
V01385,20250522,2025-05-22,CL008,PR006,COM002,VIL003,15,740.0,10861.0,7192.0,3669.0,10861.0,0.0,Espèces
V01066,20250522,2025-05-22,CL009,PR006,COM006,VIL003,12,740.0,8689.0,5636.0,3053.0,8689.0,0.0,Virement
V00094,20250522,2025-05-22,CL001,PR004,COM006,VIL001,30,7310.0,304937.0,225261.0,79676.0,304937.0,0.0,Virement
V01173,20250523,2025-05-23,CL018,PR008,COM008,VIL007,40,870.0,26883.0,18849.0,8034.0,26883.0,0.0,Crédit
V00809,20250523,2025-05-23,CL007,PR008,COM001,VIL002,25,880.0,24926.0,17278.0,7648.0,16202.0,8724.0,Crédit
V01094,20250524,2025-05-24,CL002,PR007,COM006,VIL001,2,1800.0,5006.0,3254.0,1752.0,5006.0,0.0,Mobile Money
V01478,20250524,2025-05-24,CL018,PR006,COM002,VIL007,3,760.0,1761.0,1159.0,602.0,1761.0,0.0,Mobile Money
V00552,20250524,2025-05-24,CL007,PR008,COM002,VIL002,6,900.0,6118.0,4215.0,1903.0,6118.0,0.0,Mobile Money
V01283,20250524,2025-05-24,CL016,PR003,COM008,VIL006,6,17170.0,82766.0,64111.0,18655.0,82766.0,0.0,Espèces
V01352,20250524,2025-05-24,CL008,PR009,COM005,VIL003,1,2250.0,2202.0,1458.0,744.0,1431.0,771.0,Crédit
V01320,20250525,2025-05-25,CL015,PR001,COM005,VIL006,4,18330.0,58905.0,44830.0,14075.0,58905.0,0.0,Virement
V01168,20250526,2025-05-26,CL020,PR003,COM007,VIL008,4,17430.0,39496.0,30478.0,9018.0,13824.0,25672.0,Crédit
V00440,20250526,2025-05-26,CL005,PR013,COM003,VIL002,6,2460.0,16723.0,11897.0,4826.0,16723.0,0.0,Mobile Money
V01302,20250527,2025-05-27,CL009,PR010,COM004,VIL003,10,3240.0,31703.0,23190.0,8513.0,31703.0,0.0,Espèces
V00027,20250527,2025-05-27,CL007,PR002,COM001,VIL002,3,15570.0,52922.0,39938.0,12984.0,50276.0,2646.0,Espèces
V00957,20250527,2025-05-27,CL017,PR008,COM002,VIL007,40,870.0,26883.0,19158.0,7725.0,21506.0,5377.0,Crédit
V00942,20250528,2025-05-28,CL001,PR005,COM005,VIL001,2,1700.0,4728.0,3365.0,1363.0,4728.0,0.0,Espèces
V00585,20250528,2025-05-28,CL003,PR012,COM005,VIL001,20,2820.0,78424.0,52005.0,26419.0,78424.0,0.0,Crédit
V00687,20250529,2025-05-29,CL007,PR002,COM007,VIL002,4,15150.0,68660.0,53206.0,15454.0,44629.0,24031.0,Crédit
V01340,20250529,2025-05-29,CL020,PR008,COM006,VIL008,12,900.0,6118.0,4215.0,1903.0,6118.0,0.0,Virement
V00164,20250529,2025-05-29,CL012,PR005,COM004,VIL004,10,1640.0,15203.0,11309.0,3894.0,15203.0,0.0,Crédit
V01131,20250529,2025-05-29,CL019,PR001,COM004,VIL008,10,18600.0,105369.0,79253.0,26116.0,100101.0,5268.0,Espèces
V00373,20250530,2025-05-30,CL013,PR005,COM001,VIL005,15,1750.0,21630.0,15450.0,6180.0,21630.0,0.0,Crédit
V00163,20250530,2025-05-30,CL004,PR003,COM002,VIL001,2,17390.0,48362.0,35124.0,13238.0,48362.0,0.0,Espèces
V01495,20250530,2025-05-30,CL016,PR005,COM002,VIL006,3,1720.0,4146.0,2965.0,1181.0,3317.0,829.0,Crédit
V00065,20250530,2025-05-30,CL012,PR011,COM008,VIL004,4,1130.0,4190.0,3078.0,1112.0,2095.0,2095.0,Crédit
V00962,20250530,2025-05-30,CL005,PR013,COM001,VIL002,2,2430.0,5506.0,3988.0,1518.0,5506.0,0.0,Virement
V00144,20250530,2025-05-30,CL012,PR009,COM001,VIL004,1,2180.0,2021.0,1363.0,658.0,1010.0,1011.0,Crédit
V00496,20250531,2025-05-31,CL001,PR008,COM002,VIL001,12,880.0,14684.0,10345.0,4339.0,5139.0,9545.0,Crédit
V01252,20250531,2025-05-31,CL002,PR006,COM002,VIL001,2,760.0,2114.0,1363.0,751.0,740.0,1374.0,Crédit
V00960,20250531,2025-05-31,CL002,PR004,COM008,VIL001,4,7870.0,43773.0,31648.0,12125.0,28452.0,15321.0,Crédit
V00907,20250531,2025-05-31,CL008,PR011,COM006,VIL003,12,1160.0,13621.0,9628.0,3993.0,10897.0,2724.0,Crédit
V01043,20250601,2025-06-01,CL020,PR012,COM003,VIL008,2,2740.0,3165.0,2229.0,936.0,3165.0,0.0,Espèces
V01191,20250601,2025-06-01,CL015,PR007,COM003,VIL006,2,1810.0,2965.0,1933.0,1032.0,1927.0,1038.0,Crédit
V00572,20250601,2025-06-01,CL013,PR013,COM005,VIL005,2,2600.0,4368.0,2974.0,1394.0,4368.0,0.0,Crédit
V01309,20250601,2025-06-01,CL016,PR013,COM004,VIL006,25,2420.0,49550.0,36036.0,13514.0,49550.0,0.0,Virement
V00248,20250601,2025-06-01,CL008,PR002,COM003,VIL003,12,15600.0,186732.0,143042.0,43690.0,186732.0,0.0,Espèces
V01485,20250601,2025-06-01,CL015,PR008,COM002,VIL006,15,940.0,11548.0,7617.0,3931.0,11548.0,0.0,Espèces
V01225,20250602,2025-06-02,CL016,PR012,COM002,VIL006,3,2680.0,6585.0,4865.0,1720.0,5268.0,1317.0,Crédit
V00275,20250602,2025-06-02,CL016,PR004,COM003,VIL006,10,7260.0,59459.0,45946.0,13513.0,47567.0,11892.0,Crédit
V01079,20250602,2025-06-02,CL020,PR004,COM004,VIL008,2,7420.0,8570.0,6572.0,1998.0,5570.0,3000.0,Crédit
V00929,20250602,2025-06-02,CL016,PR010,COM001,VIL006,2,3160.0,5176.0,3915.0,1261.0,4141.0,1035.0,Crédit
V01480,20250602,2025-06-02,CL010,PR009,COM005,VIL004,30,2240.0,63504.0,41958.0,21546.0,31752.0,31752.0,Crédit
V00165,20250602,2025-06-02,CL011,PR002,COM003,VIL004,6,15590.0,88395.0,64468.0,23927.0,88395.0,0.0,Espèces
V00425,20250602,2025-06-02,CL008,PR010,COM003,VIL003,2,3060.0,6105.0,4828.0,1277.0,4884.0,1221.0,Crédit
V00972,20250602,2025-06-02,CL002,PR014,COM004,VIL001,2,1520.0,4309.0,2807.0,1502.0,4309.0,0.0,Virement
V00624,20250602,2025-06-02,CL013,PR007,COM006,VIL005,12,1770.0,17842.0,11693.0,6149.0,17842.0,0.0,Virement
V00732,20250602,2025-06-02,CL002,PR013,COM004,VIL001,20,2580.0,73143.0,49046.0,24097.0,25600.0,47543.0,Crédit
V00464,20250602,2025-06-02,CL017,PR001,COM002,VIL007,3,17720.0,41864.0,33595.0,8269.0,41864.0,0.0,Espèces
V01185,20250603,2025-06-03,CL011,PR001,COM005,VIL004,20,17710.0,334719.0,263088.0,71631.0,334719.0,0.0,Mobile Money
V01374,20250603,2025-06-03,CL005,PR013,COM003,VIL002,2,2530.0,5844.0,3996.0,1848.0,5844.0,0.0,Virement
V01059,20250604,2025-06-04,CL001,PR004,COM005,VIL001,4,7640.0,43319.0,32659.0,10660.0,15162.0,28157.0,Crédit
V00777,20250604,2025-06-04,CL005,PR008,COM002,VIL002,10,910.0,10510.0,7046.0,3464.0,9984.0,526.0,Virement
